file,k,fold,train_acc,test_acc
04_another_classifier.py,46,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,46,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,46,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,56,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,56,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,56,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,56,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,41,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,41,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,41,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,41,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,61,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,61,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,61,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,61,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,56,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,56,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,56,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,56,4,0.7196434060866892,0.6642066420664207
04_another_classifier.py,61,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,61,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,61,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,61,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,66,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,66,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,66,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,66,4,0.7196434060866892,0.6715867158671587
03_sequential_covering.py,36,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,36,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,36,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,36,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,41,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,41,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,41,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,41,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,46,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,46,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,46,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,46,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,51,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,51,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,51,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,51,4,0.6142022748232401,0.6559040590405905
02_decision_tree.py,71,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,71,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,71,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,71,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,66,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,66,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,66,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,66,4,0.7196434060866892,0.6642066420664207
04_another_classifier.py,71,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,71,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,71,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,71,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,76,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,76,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,76,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,76,4,0.7196434060866892,0.6715867158671587
02_decision_tree.py,81,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,81,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,81,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,81,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,76,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,76,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,76,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,76,4,0.7196434060866892,0.6642066420664207
03_sequential_covering.py,56,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,56,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,56,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,56,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,61,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,61,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,61,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,61,4,0.6142022748232401,0.6559040590405905
04_another_classifier.py,81,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,81,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,81,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,81,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,86,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,86,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,86,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,86,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,86,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,86,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,86,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,86,4,0.7196434060866892,0.6642066420664207
02_decision_tree.py,91,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,91,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,91,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,91,4,0.7196434060866892,0.6715867158671587
02_decision_tree.py,96,1,0.7193359975407316,0.6678966789667896
02_decision_tree.py,96,2,0.7291730710113741,0.6605166051660517
02_decision_tree.py,96,3,0.7205656317245619,0.6660516605166051
02_decision_tree.py,96,4,0.7196434060866892,0.6715867158671587
04_another_classifier.py,91,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,91,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,91,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,91,4,0.7196434060866892,0.6642066420664207
03_sequential_covering.py,66,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,66,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,66,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,66,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,76,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,76,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,76,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,76,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,71,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,71,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,71,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,71,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,81,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,81,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,81,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,81,4,0.6142022748232401,0.6559040590405905
04_another_classifier.py,96,1,0.7193359975407316,0.6642066420664207
04_another_classifier.py,96,2,0.7291730710113741,0.6586715867158671
04_another_classifier.py,96,3,0.7205656317245619,0.6743542435424354
04_another_classifier.py,96,4,0.7196434060866892,0.6642066420664207
03_sequential_covering.py,86,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,86,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,86,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,86,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,91,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,91,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,91,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,91,4,0.6142022748232401,0.6559040590405905
03_sequential_covering.py,96,1,0.6212726713802643,0.6346863468634686
03_sequential_covering.py,96,2,0.6261912081155856,0.6097785977859779
03_sequential_covering.py,96,3,0.6286504764832462,0.6023985239852399
03_sequential_covering.py,96,4,0.6142022748232401,0.6559040590405905
